"","VisitID","VisitDate","ProjName","AreaName","AreaCode","Comments","Recorder","Authority","SearchTime","Latitude","Longitude","GroupName","Stream cross sectional area","Water Temperature","Air Temp.","Water pH","Conductivity","Water Condition","Stream Flow","Precipitation Last 48 Hours","Weather","Turbidity (NTU)","Turbidity (cm)","Stream Stage","Water Condition_1","Conductivity_1","Stream Flow_1","Precipitation Last 48 Hours_1","Weather_1","Water Temperature_1","Air Temp._1","Water pH_1","Turbidity (cm)_1","Stream cross sectional area_1","Stream Velocity","Turbidity (NTU)_1","Stream Velocity_1","Stream Stage_1","Turbidity (NTU)_2","Turbidity (cm)_2","Water pH_2","Conductivity_2","Water Condition_2","Stream Flow_2","Weather_2","Stream Velocity_2","Stream cross sectional area_2","Water Temperature_2","Air Temp._2","Precipitation Last 48 Hours_2","Weather Description","Weather Description_1","Precipitation","The Location Name","Silt/Clay (<0.05 mm)","Sand (<2 mm)","Very Fine Gravel (2-4 mm)","Fine Gravel (5-8 mm)","Medium Gravel (9-16 mm)","Coarse Gravel (17-32 mm)","Very Coarse Gravel (33-64 mm)","Small Cobble (65-90 mm)","Medium Cobble (91-128 mm)","Large Cobble (129-180 mm)","Very Large Cobble (181-255 mm)","Small Boulder (256-512 mm)","Medium Boulder (513-1024 mm)","Large Boulder (1025-2048 mm)","Very Large Boulder (>2048 mm)","Bedrock","Woody Debris","Study Reach (feet)","Total Count","Study Reach (meters)","Small Boulder (256-512 mm)_1","Very Large Cobble (181-255 mm)_1","Large Cobble (129-180 mm)_1","Medium Cobble (91-128 mm)_1","Small Cobble (65-90 mm)_1","Very Coarse Gravel (33-64 mm)_1","Coarse Gravel (17-32 mm)_1","Medium Gravel (9-16 mm)_1","Very Fine Gravel (2-4 mm)_1","Medium Boulder (513-1024 mm)_1","Bedrock_1","Very Large Boulder (>2048 mm)_1","Large Boulder (1025-2048 mm)_1","Woody Debris_1","Total Pebbles Counted","Silt/Clay (<0.05 mm)_1","Sand (<2 mm)_1","Fine Gravel (5-8 mm)_1","Additional Comments","Additional Comments_1","Additional Comments_2","Additional Comments_3","Additional Comments_4","Total Count_1","Study Reach (feet)_1","Precipitation_1","Stream Stage_2","Weather Description_2","Precipitation_2","Comments_1","Study Reach (meters)_1","Distance measured - every 30","Stage from bridge","Stage"
"4391",1582120,2018-03-11,"Trout Unlimited WV-VA Water Quality Monitoring Project","HOMICR001","HOMICR001","First testing. Site is ledges upstream of bridge river left. Saw caddisfly nymphs in the eddy about 1� long with their little black legs sticking out. Have great video of it walkng which I cannot enter here. The stream is 64� wide at the bridge. Depth measurement is facing upstream center of stream to the top outer edge of Ibeam( 5th post from right starting at raised concrete lip","kerren hall",NA,0,38.145461,-80.718017,NA,NA,40.2,45,6,168,"Clear","Normal","Trace",NA,3,120,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4392",1582122,2018-04-20,"Trout Unlimited WV-VA Water Quality Monitoring Project","PAINCR001","PAINCR001",NA,"kerren hall",NA,0,37.99135,-81.3267,NA,NA,51.4,57,6.5,377,"Clear","Normal","None",NA,3,120,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4393",1582123,2018-04-27,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAURCR001","LAURCR001","Mayfly nymphs stonefly nymphs and little jellylike oval blob under rocks maybe 1/4�","kerren hall",NA,0,38.09815,-81.15417,NA,NA,55.7,60,6,182.5,"Cloudy/Off Color","Low","Trace",NA,3,120,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4394",1582124,2018-04-24,"Trout Unlimited WV-VA Water Quality Monitoring Project","SUGACR001","SUGACR001","Stonefly and caddisfly nymphs","kerren hall",NA,0,38.0821,-81.14533,NA,3.82,53.4,60,5.5,120,"Cloudy/Off Color","Normal","Moderate",NA,3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395",1582125,2018-04-22,"Trout Unlimited WV-VA Water Quality Monitoring Project","HOMICR001","HOMICR001","Seeing lots of clear cut logging along old Nicholas rd. Trucks in and out working on a Sunday using Bruce rd and wahoo rd as access.","kerren hall",NA,0,38.145461,-80.718017,NA,NA,48.6,63,6,135,"Clear","Normal","None",NA,3,120,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4396",1582126,2018-06-01,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAURCR001","LAURCR001","Caddisfly nymphs jelly blobs and little brown water snails","kerren hall",NA,0,38.09815,-81.15417,NA,NA,68.5,78,7.5,246.5,"Cloudy/Off Color","Low","Moderate",NA,3,116,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4397",1582127,2018-06-29,"Trout Unlimited WV-VA Water Quality Monitoring Project","SUGACR001","SUGACR001","Mayfly nymphs caddisfly nymphs and a bunch of pale tiny slender fish","kerren hall",NA,0,38.0821,-81.14533,NA,1.495,71.2,81,6.5,192,"Clear","Low","Trace",NA,3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4398",1582128,2018-05-20,"Trout Unlimited WV-VA Water Quality Monitoring Project","HOMICR001","HOMICR001","After a week of rain storms and high water in the Gauley river watershed this stream is running clear from 1/2� of rain 24 hours ago","kerren hall",NA,0,38.145461,-80.718017,NA,NA,63.1,77,6,123,"Clear","Normal","Moderate",NA,3,120,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4399",1582129,2018-06-29,"Trout Unlimited WV-VA Water Quality Monitoring Project","PAINCR001","PAINCR001","Lots of hammock style caddisfly nymphs & water snails","kerren hall",NA,0,37.99135,-81.3267,NA,NA,76.2,78,8,669,"Cloudy/Off Color","Low","Trace",NA,3,120,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4400",1582130,2018-06-29,"Trout Unlimited WV-VA Water Quality Monitoring Project","LAURCR001","LAURCR001","Water is slightly sudsy. But there are a lot of tiny pale fish a few 4�-5� fish with a black stripea flat headed bottom fish about 1� caddisfly nymphs mayfly nymphs and a large crawdad!","kerren hall",NA,0,38.09815,-81.15417,NA,NA,74.8,83,8,543,"Clear","Low","Trace",NA,3,120,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4401",1582131,2018-06-29,"Trout Unlimited WV-VA Water Quality Monitoring Project","HOMICR001","HOMICR001","There are schools of 1� fish in the eddy. Mayfly and dragonfly nymphs","kerren hall",NA,0,38.145461,-80.718017,NA,NA,71.8,81,7,231,"Clear","Low","Trace",NA,3,120,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4402",1582179,2018-07-26,"Trout Unlimited WV-VA Water Quality Monitoring Project","LIVARU001","LIVARU001","Remarked sample site (thermistor check earlier this week?) . In spite of recent RF waer is running clear.","Sara Bell",NA,0,38.197188,-79.68974,NA,0.5763,61.7,72.2,75,231,"Clear","Normal","Moderate",NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4403",1582180,2018-07-26,"Trout Unlimited WV-VA Water Quality Monitoring Project","LIVARU002","LIVARU002","Numerous small fish today water penny casemaker and net spinning caddis mayflies small but abundant.","Sara Bell",NA,0,38.194288,-79.692486,NA,1.1625,64.5,68.7,7.5,120,"Clear","Normal","Moderate",NA,120,236.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4404",1582196,2018-07-27,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHEECO001","WHEECO001","Water looked clear but several rain showers over the past week (about 4' rain) may have contributed to the turbidity score going down a bit from the usual.","Marcie Gibbons",NA,0,37.80541,-78.805339,NA,NA,67.2,71,5,27.3,"Clear","Normal","Moderate",NA,5,85,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4405",1582197,2018-07-27,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHEECO002","WHEECO002","More rocks sand and sediment accumuated in the area in which we take measurements. Stage was less deep. We did have lots of rain this past week with some heavy downpours. Something like 4' rain total in a week.","Marcie Gibbons",NA,0,37.8165308,-78.797357,NA,NA,68,71,5,32.3,"Clear","Normal","Moderate",NA,3.5,105,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4406",1582206,2018-05-27,"Trout Unlimited WV-VA Water Quality Monitoring Project","RIPLCR004","RIPLCR004",NA,"Heidi Berthoud",NA,0,37.5853472,-78.64719444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"12","38","32","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","96","30.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4407",1582207,2018-05-27,"Trout Unlimited WV-VA Water Quality Monitoring Project","RIPLCR004","RIPLCR004",NA,"Heidi Berthoud",NA,0,37.5853472,-78.64719444,NA,0.4,65,81.5,5.5,43,"Clear","Normal","None",NA,3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4408",1582208,2018-07-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","RIPLCR004","RIPLCR004","And Hanuman","Heidi Berthoud",NA,0,37.5853472,-78.64719444,NA,0.35,62.7,74.8,5.5,43.75,"Clear","Normal","Light",NA,3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4409",1582209,2018-06-01,"Trout Unlimited WV-VA Water Quality Monitoring Project","JAMERI001","JAMERI001","Hanuman","Heidi Berthoud",NA,0,37.6876556,-78.692627777778,NA,NA,74.6,84.5,7.5,194,"Cloudy/Off Color","High","Trace",NA,13,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4410",1582245,2018-07-26,"Trout Unlimited WV-VA Water Quality Monitoring Project","NFBLRI002","NFBLRI002",NA,"Marty Robertson",NA,0,37.120955,-80.07414,NA,NA,67,76,6,77.2,"Cloudy/Off Color","Normal","Moderate",NA,6,76,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4411",1582246,2018-07-26,"Trout Unlimited WV-VA Water Quality Monitoring Project","NFBLRI001","NFBLRI001",NA,"Marty Robertson",NA,0,37.125989,-80.074365,NA,NA,67,76,5.75,73.3,"Cloudy/Off Color","Normal","Moderate",NA,5.5,81,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4412",1582247,2018-07-26,"Trout Unlimited WV-VA Water Quality Monitoring Project","GREECR001","GREECR001",NA,"Marty Robertson",NA,0,37.11889,-80.11478,NA,NA,65,81,5.75,70.6,"Cloudy/Off Color","High","Moderate",NA,11.5,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partly Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4413",1582249,2018-06-18,"Trout Unlimited WV-VA Water Quality Monitoring Project","STONCR001","STONCR001",NA,"Pete Jackson",NA,0,37.367165,-80.676158,NA,NA,60.6,72,6.5,157.5,"Clear","Normal","None",NA,3,120,10.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4414",1582251,2018-06-18,"Trout Unlimited WV-VA Water Quality Monitoring Project","STONCR002","STONCR002",NA,"Pete Jackson",NA,0,37.356286,-80.687403,NA,NA,60.9,72,6,164.75,"Clear","Normal","None",NA,3,120,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4415",1582282,2018-07-30,"Trout Unlimited WV-VA Water Quality Monitoring Project","ELSERU001","ELSERU001","The water level was the lowest of the year to date. See picture.","Nick Fedorko",NA,0,39.479021,-79.633724,NA,NA,63.8,65,5.5,89.8,"Clear","Low","Trace",NA,0,120,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4416",1582283,2018-07-30,"Trout Unlimited WV-VA Water Quality Monitoring Project","SALTCR001","SALTCR001","The water level was the lowest observed this year to date. See picture.","Nick Fedorko",NA,0,39.354855,-79.65813,NA,NA,66.3,66,5.75,117,"Clear","Low","Trace",NA,0,120,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4417",1582284,2018-07-30,"Trout Unlimited WV-VA Water Quality Monitoring Project","WOLFCR002","WOLFCR002","This was the lowest water level observed this year to date. See picture.","Nick Fedorko",NA,0,39.295696,-79.639946,NA,8.39,65.1,64,5.5,107,"Clear","Low","Trace",NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cloudy",NA,"Intermittent Rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4418",1582346,2018-07-30,"Trout Unlimited WV-VA Water Quality Monitoring Project","TENMCR001","TENMCR001",NA,"Chris  Byrd",NA,0,38.872643,-80.183491,NA,NA,67.1,75,5.5,323.5,"Cloudy/Off Color","High","Moderate",NA,50,18,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4419",1582351,2018-07-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","EIMICR001","EIMICR001",NA,"Cynthia Ellis",NA,0,38.613956,-81.88596,NA,NA,74.8,75,7,195.9,"Muddy","Normal","None",NA,13,47,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4420",1582354,2018-07-27,"Trout Unlimited WV-VA Water Quality Monitoring Project","UTNBRI001","UTNBRI001","muddy bottom","Kristin Peckman",NA,0,37.0935,-80.0277,NA,NA,67.6,73.7,6,46.05,"Clear","Low","Moderate",NA,12,48,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4421",1582355,2018-07-27,"Trout Unlimited WV-VA Water Quality Monitoring Project","UTNBRI002","UTNBRI002","Dirt from access road being cleared from road could flow into stream.","Kristin Peckman",NA,0,37.091,-80.0278,NA,NA,68.3,79.1,5.5,54.15,"Clear","Low","Moderate",NA,11,50,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
